lots;boards;panels;anzahlFrames;panelSize;boardsInFrame;projNr;process;subProcess;prozessOrder;frame_tactTime_brutto;frame_tactTime_netto;panel_tactTime_brutto;panel_tactTime_netto;board_tactTime_brutto;board_tactTime_netto;manufacturingTime
2;118;11,8;43;10;30;09221B;3_SEL;3_SELA;2;4,2251;3,6;1,4083;1,2;0,1408;0,12;2026-06-25
2;1200;120;NULL;10;NULL;09221B;4_AOI;4_AOI_SIDEB;3;NULL;NULL;0,9083;0,8333;0,0908;0,0833;2026-06-25
2;1200;60;NULL;20;NULL;09231B;4_AOI;4_AOI_SIDEA;1;NULL;NULL;1,25;0,9416;0,0625;0,0471;2026-06-23
1;47;11,75;24;4;8;09311A;3_SEL;3_SELA;1;3,6666;2,9334;1,8333;1,4667;0,4583;0,3667;2025-01-10
1;200;50;NULL;4;NULL;09311A;4_AOI;4_AOI_SIDEB;2;NULL;NULL;1,5;1,2333;0,375;0,3083;2025-01-10
1;200;50;NULL;4;NULL;09311A;5_FPT;5_FPT_BASIC;3;NULL;NULL;1,0333;0,7333;0,2583;0,1833;2025-01-10
2;102;34;NULL;3;NULL;10011G;1_SMT;1_SMTA;1;NULL;NULL;2,6;2,0167;0,8667;0,6722;2026-08-14
2;102;34;NULL;3;NULL;10011G;1_SMT;1_SMTB;2;NULL;NULL;1,7833;0,9;0,5944;0,3;2026-08-14
2;34;11,3333333333333;37;3;3;10011G;3_SEL;3_SELA;3;6,4167;4,6167;6,4167;4,6167;2,1389;1,5389;2024-10-25
2;102;34;NULL;3;NULL;10011G;4_AOI;4_AOI_SIDEA;4;NULL;NULL;0,8333;0,8333;0,2778;0,2778;2024-10-25
2;204;68;NULL;3;NULL;10011G;4_AOI;4_AOI_SIDEB;5;NULL;NULL;1,8833;1,35;0,6278;0,45;2024-10-25
2;102;34;NULL;3;NULL;10011G;5_FPT;5_FPT_BASIC;6;NULL;NULL;3;1,9667;1;0,6556;2024-10-25
5;100;50;NULL;2;NULL;11421D;1_SMT;1_SMTA;1;NULL;NULL;1,0333;0,6333;0,5167;0,3166;2026-07-10
5;135;67,5;77;2;4;11421D;3_SEL;3_SELA;2;3,5777;2,1334;1,7889;1,0667;0,8944;0,5333;2025-03-26
5;504;252;NULL;2;NULL;11421D;4_AOI;4_AOI_SIDEA;3;NULL;NULL;1,19;0,88;0,595;0,44;2024-10-02
5;496;248;NULL;2;NULL;11421D;5_FPT;5_FPT_PREMIUM;4;NULL;NULL;2,4367;1,93;1,2183;0,965;2024-10-02
5;98;49;NULL;2;NULL;11421D;6_DEP;6_DEP;5;NULL;NULL;1;0,5833;0,5;0,2917;2026-07-10
1;200;10;NULL;20;NULL;114N1A;4_AOI;4_AOI_SIDEA;1;NULL;NULL;1,0333;0,5333;0,0517;0,0267;2025-08-27
1;200;10;NULL;20;NULL;114N1A;5_FPT;5_FPT_BASIC;2;NULL;NULL;1,5167;0,5167;0,0758;0,0258;2025-08-27
1;100;20;NULL;5;NULL;11561A;1_SMT;1_SMTA;1;NULL;NULL;1,15;0,65;0,23;0,13;2026-04-09
1;100;20;NULL;5;NULL;11561A;4_AOI;4_AOI_SIDEA;2;NULL;NULL;0,9;0,3333;0,18;0,0667;2026-04-09
1;100;20;NULL;5;NULL;11561A;5_FPT;5_FPT_PREMIUM;3;NULL;NULL;0,8167;0,5667;0,1633;0,1133;2026-04-09
1;100;20;NULL;5;NULL;11581B;4_AOI;4_AOI_SIDEA;1;NULL;NULL;1,2667;1,05;0,2533;0,21;2024-10-17
1;100;20;NULL;5;NULL;11581B;5_FPT;5_FPT_BASIC;2;NULL;NULL;1,7833;1,2833;0,3567;0,2567;2024-10-17
2;100;20;NULL;5;NULL;115O1B;4_AOI;4_AOI_SIDEB;1;NULL;NULL;1,6167;0,9083;0,3233;0,1817;2025-01-14
2;100;20;NULL;5;NULL;115O1B;5_FPT;5_FPT_BASIC;2;NULL;NULL;2,3917;1,3917;0,4783;0,2783;2025-01-14
2;50;10;NULL;5;NULL;115O1B;6_DEP;6_DEP;3;NULL;NULL;1,7;0,8;0,34;0,16;2026-01-19
9;800;160;NULL;5;NULL;115O1C;1_SMT;1_SMTA;1;NULL;NULL;1,375;0,8833;0,275;0,1767;2026-03-16
9;400;80;NULL;5;NULL;115O1C;1_SMT;1_SMTB;2;NULL;NULL;0,8667;0,4334;0,1733;0,0867;2026-03-16
9;1795;359;NULL;5;NULL;115O1C;4_AOI;4_AOI_SIDEA;3;NULL;NULL;1,1111;0,8444;0,2222;0,1689;2024-10-11
9;1775;355;NULL;5;NULL;115O1C;5_FPT;5_FPT_BASIC;4;NULL;NULL;1,3444;1,1352;0,2689;0,227;2024-10-11
9;995;199;NULL;5;NULL;115O1C;6_DEP;6_DEP;5;NULL;NULL;0,96;0,79;0,192;0,158;2026-02-03
6;770;77;NULL;10;NULL;115S1C;1_SMT;1_SMTA;1;NULL;NULL;1,9945;1,2833;0,1994;0,1283;2026-03-24
6;480;48;NULL;10;NULL;115S1C;1_SMT;1_SMTB;2;NULL;NULL;0,8667;0,6583;0,0867;0,0658;2026-06-03
6;315;35;NULL;9;NULL;115S1C;4_AOI;4_AOI_SIDEB;3;NULL;NULL;1,7333;1,35;0,1926;0,15;2025-01-14
6;1420;142;NULL;10;NULL;115S1C;4_AOI;4_AOI_SIDEB;4;NULL;NULL;1,4733;1,0467;0,1473;0,1047;2025-04-25
6;324;36;NULL;9;NULL;115S1C;5_FPT;5_FPT_BASIC;5;NULL;NULL;1,1167;0,7;0,1241;0,0778;2025-01-14
6;1430;143;NULL;10;NULL;115S1C;5_FPT;5_FPT_BASIC;6;NULL;NULL;1,3667;0,9767;0,1367;0,0977;2025-04-25
6;370;37;NULL;10;NULL;115S1C;6_DEP;6_DEP;7;NULL;NULL;1,95;1,4417;0,195;0,1442;2026-06-03
3;100;10;NULL;10;NULL;115SAC;1_SMT;1_SMTA;1;NULL;NULL;1,8167;1,3167;0,1817;0,1317;2026-03-23
3;300;30;NULL;10;NULL;115SAC;4_AOI;4_AOI_SIDEB;2;NULL;NULL;2,1778;1,1889;0,2178;0,1189;2025-01-14
3;300;30;NULL;10;NULL;115SAC;5_FPT;5_FPT_BASIC;3;NULL;NULL;1,5;1;0,15;0,1;2025-01-14
3;240;12;NULL;20;NULL;115Z1A;1_SMT;1_SMTA;1;NULL;NULL;1,65;0,8167;0,0825;0,0408;2026-08-17
3;800;40;NULL;20;NULL;115Z1A;4_AOI;4_AOI_SIDEA;2;NULL;NULL;0,8167;0,5889;0,0408;0,0294;2025-07-11
3;800;40;NULL;20;NULL;115Z1A;5_FPT;5_FPT_BASIC;3;NULL;NULL;1,5833;1,0833;0,0792;0,0542;2025-07-11
3;600;30;NULL;20;NULL;115ZAA;4_AOI;4_AOI_SIDEA;1;NULL;NULL;0,9778;0,4611;0,0489;0,0231;2025-07-11
3;600;30;NULL;20;NULL;115ZAA;5_FPT;5_FPT_BASIC;2;NULL;NULL;1,8556;0,8556;0,0928;0,0428;2025-07-11
2;70;14;NULL;5;NULL;122OAC;1_SMT;1_SMTA;1;NULL;NULL;1,1833;0,4667;0,2367;0,0933;2026-08-12
2;120;24;NULL;5;NULL;122OAC;4_AOI;4_AOI_SIDEB;2;NULL;NULL;1,575;1,1667;0,315;0,2333;2025-12-18
2;125;25;NULL;5;NULL;122OAC;5_FPT;5_FPT_PREMIUM;3;NULL;NULL;4,575;3,05;0,915;0,61;2025-12-18
2;120;24;NULL;5;NULL;122OAC;6_DEP;6_DEP;4;NULL;NULL;1,6667;0,9833;0,3333;0,1967;2025-12-18
2;130;26;NULL;5;NULL;122OBC;1_SMT;1_SMTA;1;NULL;NULL;0,8833;0,4833;0,1767;0,0967;2026-08-12
2;130;26;NULL;5;NULL;122OBC;1_SMT;1_SMTB;2;NULL;NULL;1,1333;0,7333;0,2267;0,1467;2026-08-12
2;235;47;NULL;5;NULL;122OBC;4_AOI;4_AOI_SIDEB;3;NULL;NULL;1,3334;0,9833;0,2667;0,1967;2025-12-18
2;235;47;NULL;5;NULL;122OBC;5_FPT;5_FPT_PREMIUM;4;NULL;NULL;3,175;2,5333;0,635;0,5067;2025-12-18
2;220;44;NULL;5;NULL;122OBC;6_DEP;6_DEP;5;NULL;NULL;1,3666;0,9;0,2733;0,18;2025-12-18
2;50;10;NULL;5;NULL;122OCC;1_SMT;1_SMTA;1;NULL;NULL;1,1333;0,6333;0,2267;0,1267;2026-08-11
2;100;20;NULL;5;NULL;122OCC;4_AOI;4_AOI_SIDEB;2;NULL;NULL;1,4667;0,9667;0,2933;0,1933;2025-12-18
2;100;20;NULL;5;NULL;122OCC;5_FPT;5_FPT_PREMIUM;3;NULL;NULL;4,7333;3,9834;0,9467;0,7967;2025-12-18
2;100;20;NULL;5;NULL;122OCC;6_DEP;6_DEP;4;NULL;NULL;1,5416;1,0416;0,3083;0,2083;2025-12-18
2;70;14;NULL;5;NULL;122ODC;1_SMT;1_SMTA;1;NULL;NULL;2,0833;1;0,4167;0,2;2026-08-14
2;70;14;NULL;5;NULL;122ODC;1_SMT;1_SMTB;2;NULL;NULL;1,4667;0,8;0,2933;0,16;2026-08-14
2;120;24;NULL;5;NULL;122ODC;4_AOI;4_AOI_SIDEB;3;NULL;NULL;1,475;1,0333;0,295;0,2067;2025-12-18
2;70;14;NULL;5;NULL;122ODC;5_FPT;5_FPT_PREMIUM;4;NULL;NULL;2,15;1,4333;0,43;0,2867;2026-08-14
2;70;14;NULL;5;NULL;122ODC;6_DEP;6_DEP;5;NULL;NULL;1,8833;1;0,3767;0,2;2026-08-14
1;50;10;NULL;5;NULL;122S1A;4_AOI;4_AOI_SIDEA;1;NULL;NULL;1,9333;0,9333;0,3867;0,1867;2025-12-10
1;50;10;NULL;5;NULL;122S1A;5_FPT;5_FPT_PREMIUM;2;NULL;NULL;0,9333;0,4333;0,1867;0,0867;2025-12-10
1;65;13;NULL;5;NULL;122WAB;4_AOI;4_AOI_SIDEB;1;NULL;NULL;1,7167;1,15;0,3433;0,23;2025-12-18
