lot;panels;boards;panelSize;boardsInFrame;anzahlFrames;projNr;machineId;process;subProcess;ManufacturingTime;prozessOrder;tactTime_brutto;tactTime_netto;testDauer
KA23.000572-014;20;400;20;NULL;NULL;701H1A;2;4_AOI;4_AOI_SIDEB;2024-11-07 00:00:00.000;1;1,8;1,05;1
KA23.000572-014;20;400;20;NULL;NULL;701H1A;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2024-11-07 00:00:00.000;2;3,4167;1,6667;2,25
KA23.000572-015;10;200;20;NULL;NULL;701H1A;2;4_AOI;4_AOI_SIDEB;2024-12-03 00:00:00.000;1;1,8333;1;1,0167
KA23.000572-015;10;200;20;NULL;NULL;701H1A;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2024-12-03 00:00:00.000;2;2,9167;1,9167;2,2667
KA23.000574-006;10;100;10;NULL;NULL;201O1A;2;4_AOI;4_AOI_SIDEA;2024-11-15 00:00:00.000;1;1,65;0,9333;0,75
KA23.000574-006;11;110;10;NULL;NULL;201O1A;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-11-15 00:00:00.000;2;2,3;1,4;1,0167
KA23.000634-001;21;42;2;4;13;006VAC;3;3_SEL;3_SELA;2024-10-09 00:00:00.000;1;5,0833;3,1;5,1667
KA23.000634-001;25;50;2;NULL;NULL;006VAC;2;4_AOI;4_AOI_SIDEB;2024-10-09 00:00:00.000;2;1,7333;1,1833;1,2
KA23.000634-001;26;52;2;NULL;NULL;006VAC;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-10-09 00:00:00.000;3;6,45;5,3;5
KA23.000635-001;62;125;2;4;32;206KAA;3;3_SEL;3_SELA;2024-11-21 00:00:00.000;1;2,9667;2,0833;4,1167
KA23.000635-001;186;372;2;2;195;206KAA;4;3_SEL;3_SELA;2024-11-21 00:00:00.000;2;3,0667;2,4167;2,4167
KA23.000635-001;250;500;2;NULL;NULL;206KAA;2;4_AOI;4_AOI_SIDEB;2024-11-21 00:00:00.000;3;1,2833;1,1667;1,1167
KA23.000635-001;250;500;2;NULL;NULL;206KAA;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-11-21 00:00:00.000;4;3,6833;3,5;3,4167
KA23.000638-001;66;3300;50;NULL;NULL;26651A;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-09-13 00:00:00.000;1;1,05;0,9833;1
KA23.000638-002;66;3300;50;NULL;NULL;26651A;2;4_AOI;4_AOI_SIDEA;2024-11-20 00:00:00.000;1;0,5;0,3667;0,3167
KA23.000638-002;65;3250;50;NULL;NULL;26651A;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-11-20 00:00:00.000;2;1,8833;1,8;1,75
KA23.000646-002;10;50;5;NULL;NULL;206NCB;2;4_AOI;4_AOI_SIDEB;2024-11-21 00:00:00.000;1;1,6167;1,1167;0,8833
KA23.000646-002;10;50;5;NULL;NULL;206NCB;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-11-21 00:00:00.000;2;2,6167;1,6167;1,5833
KA23.000707-035;250;500;2;NULL;NULL;206I1H;2;4_AOI;4_AOI_SIDEA;2024-09-11 00:00:00.000;1;1,5333;1,3333;1,1667
KA23.000707-035;248;496;2;NULL;NULL;206I1H;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-09-11 00:00:00.000;3;5,65;5,3833;5,3333
KA23.000707-036;250;500;2;NULL;NULL;206I1H;2;4_AOI;4_AOI_SIDEA;2024-09-27 00:00:00.000;1;1,3667;1,2167;1,1667
KA23.000707-036;247;494;2;NULL;NULL;206I1H;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2024-09-27 00:00:00.000;2;5,3833;5,1;5,1
KA23.000707-037;250;500;2;NULL;NULL;206I1H;2;4_AOI;4_AOI_SIDEA;2024-11-22 00:00:00.000;2;1,55;1,2833;1,1833
KA23.000707-037;248;496;2;NULL;NULL;206I1H;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-11-22 00:00:00.000;3;5,2667;5,1167;5,0833
KA23.000707-038;250;500;2;NULL;NULL;206I1H;2;4_AOI;4_AOI_SIDEA;2024-11-27 00:00:00.000;1;1,4;1,2167;1,1833
KA23.000707-038;251;502;2;NULL;NULL;206I1H;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2024-11-27 00:00:00.000;2;5,55;5,2333;5,1
KA23.000707-039;250;500;2;2;254;206I1H;4;3_SEL;3_SELA;2025-02-12 00:00:00.000;1;4,0167;2,6167;2,6167
KA23.000707-039;203;406;2;NULL;NULL;206I1H;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2025-02-12 00:00:00.000;2;5,5667;5,2167;5,0833
KA23.000707-039;250;500;2;NULL;NULL;206I1H;2;4_AOI;4_AOI_SIDEA;2025-02-12 00:00:00.000;3;1,4;1,3;1,2
KA23.000707-039;47;94;2;NULL;NULL;206I1H;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2025-02-12 00:00:00.000;4;6,0667;5,5333;5,2833
KA23.000707-040;187;374;2;2;196;206I1H;4;3_SEL;3_SELA;2025-03-05 00:00:00.000;1;6;4,3333;4,3333
KA23.000707-040;250;500;2;NULL;NULL;206I1H;2;4_AOI;4_AOI_SIDEA;2025-03-05 00:00:00.000;2;1,5;1,2;1,1833
KA23.000707-040;114;228;2;NULL;NULL;206I1H;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2025-03-05 00:00:00.000;3;5,7167;5,2333;5,1833
KA23.000707-040;137;274;2;NULL;NULL;206I1H;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2025-03-05 00:00:00.000;4;5,3833;5,1167;5,1
KA23.000707-040;21;42;2;4;11;206I1H;3;3_SEL;3_SELA;2025-03-05 00:00:00.000;5;2,6667;1,9167;3,7
KA23.000707-041;250;500;2;4;125;206I1H;3;3_SEL;3_SELA;2025-04-22 00:00:00.000;1;2,35;1,85;3,7
KA23.000707-041;250;500;2;NULL;NULL;206I1H;2;4_AOI;4_AOI_SIDEA;2025-04-22 00:00:00.000;2;1,3667;1,2167;1,2
KA23.000707-041;149;298;2;NULL;NULL;206I1H;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2025-04-22 00:00:00.000;3;5,5;5,4333;5,3833
KA23.000707-041;71;142;2;NULL;NULL;206I1H;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2025-04-22 00:00:00.000;4;6,1167;5,7667;5,8
KA23.000707-041;30;60;2;NULL;NULL;206I1H;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2025-04-22 00:00:00.000;5;6,1333;5,9667;5,8333
KA23.000707-042;249;498;2;4;125;206I1H;3;3_SEL;3_SELA;2025-07-02 00:00:00.000;1;2,0667;1,7833;3,5667
KA23.000707-042;250;500;2;NULL;NULL;206I1H;2;4_AOI;4_AOI_SIDEA;2025-07-02 00:00:00.000;2;1,2333;1,1167;1,0833
KA23.000707-042;85;170;2;NULL;NULL;206I1H;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2025-07-02 00:00:00.000;3;5,6;5,4167;5,4167
KA23.000707-042;165;330;2;NULL;NULL;206I1H;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2025-07-02 00:00:00.000;4;5,6167;5,35;5,3333
KA23.000707-043;235;471;2;4;120;206I1H;3;3_SEL;3_SELA;2025-12-18 00:00:00.000;1;2,0167;1,8;3,5667
KA23.000707-043;238;476;2;NULL;NULL;206I1H;2;4_AOI;4_AOI_SIDEA;2025-12-18 00:00:00.000;2;1,4333;1,2667;1,2167
KA23.000707-043;128;256;2;NULL;NULL;206I1H;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2025-12-18 00:00:00.000;3;5,7;5,2667;5,25
KA23.000707-043;109;218;2;NULL;NULL;206I1H;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2025-12-18 00:00:00.000;4;5,4667;5,3833;5,3333
KA23.000707-044;25;50;2;NULL;NULL;206IAH;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2024-08-21 00:00:00.000;1;7,5667;5,9667;5,8167
KA23.000707-044;25;50;2;NULL;NULL;206IAH;2;4_AOI;4_AOI_SIDEA;2024-08-21 00:00:00.000;2;1,6167;1,2333;1,1333
KA23.000708-009;100;200;2;NULL;NULL;206M1F;2;4_AOI;4_AOI_SIDEA;2024-08-23 00:00:00.000;1;1,4667;1,2667;1,1333
KA23.000708-009;92;184;2;NULL;NULL;206M1F;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-08-23 00:00:00.000;2;4,6667;4,45;4,5
KA23.000708-010;100;200;2;NULL;NULL;206M1F;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2024-11-06 00:00:00.000;1;5,1;4,65;4,5167
KA23.000708-010;100;200;2;NULL;NULL;206M1F;2;4_AOI;4_AOI_SIDEA;2024-11-06 00:00:00.000;2;1,3167;1,1667;1,1167
KA23.000708-011;100;200;2;NULL;NULL;206M1F;2;4_AOI;4_AOI_SIDEA;2024-11-26 00:00:00.000;1;1,3667;1,1667;1,1167
KA23.000708-011;100;200;2;NULL;NULL;206M1F;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2024-11-26 00:00:00.000;2;4,9833;4,5333;4,5833
KA23.000708-012;100;200;2;NULL;NULL;206M1F;2;4_AOI;4_AOI_SIDEA;2024-12-06 00:00:00.000;1;1,2667;1,1167;1,1333
KA23.000708-012;100;200;2;NULL;NULL;206M1F;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-12-06 00:00:00.000;2;4,65;4,55;4,5
KA23.000708-013;97;194;2;NULL;NULL;206M1F;2;4_AOI;4_AOI_SIDEA;2025-02-24 00:00:00.000;2;1,3167;1,1833;1,1167
KA23.000708-013;97;194;2;NULL;NULL;206M1F;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2025-02-24 00:00:00.000;3;4,95;4,6333;4,5167
KA23.000719-001;80;400;5;NULL;NULL;006Y1C;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2025-01-22 00:00:00.000;1;0,9167;0,8667;0,75
KA23.000780-001;100;200;2;2;103;006T1C;4;3_SEL;3_SELA;2024-12-04 00:00:00.000;1;4,5333;3,4;3,4
KA23.000780-001;100;200;2;NULL;NULL;006T1C;2;4_AOI;4_AOI_SIDEA;2024-12-04 00:00:00.000;2;1,35;1,1667;1,1167
KA23.000780-001;100;200;2;NULL;NULL;006T1C;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-12-04 00:00:00.000;4;4,4167;3,8167;3,6
KA23.000780-002;99;198;2;2;100;006T1C;4;3_SEL;3_SELA;2024-12-04 00:00:00.000;1;4,0667;2,9667;2,9667
KA23.000780-002;100;200;2;NULL;NULL;006T1C;2;4_AOI;4_AOI_SIDEA;2024-12-04 00:00:00.000;2;1,2333;1,1;1,1167
KA23.000780-002;99;198;2;NULL;NULL;006T1C;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-12-04 00:00:00.000;3;4,0167;3,7;3,5833
KA23.000780-003;100;200;2;NULL;NULL;006T1C;2;4_AOI;4_AOI_SIDEA;2024-12-09 00:00:00.000;1;1,2667;1,1667;1,1167
KA23.000780-003;96;193;2;4;53;006T1C;3;3_SEL;3_SELA;2024-12-09 00:00:00.000;2;2,15;1,8667;3,6167
KA23.000780-003;100;200;2;NULL;NULL;006T1C;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-12-09 00:00:00.000;3;3,9;3,75;3,6667
KA23.000780-004;100;200;2;2;103;006T1C;4;3_SEL;3_SELA;2025-02-14 00:00:00.000;1;3,8;2,6333;2,6333
KA23.000780-004;100;200;2;NULL;NULL;006T1C;2;4_AOI;4_AOI_SIDEA;2025-02-14 00:00:00.000;2;1,25;1,1333;1,1
KA23.000780-004;99;198;2;NULL;NULL;006T1C;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2025-02-14 00:00:00.000;3;4,05;3,7333;3,6667
KA23.000780-005;100;200;2;NULL;NULL;006T1C;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2025-03-14 00:00:00.000;1;3,9;3,7;3,6667
KA23.000780-005;100;200;2;NULL;NULL;006T1C;2;4_AOI;4_AOI_SIDEA;2025-03-14 00:00:00.000;3;1,3167;1,1;1,1
KA23.000780-006;100;200;2;NULL;NULL;006T1C;2;4_AOI;4_AOI_SIDEA;2025-04-03 00:00:00.000;2;1,3667;1,1167;1,1167
KA23.000780-006;100;200;2;NULL;NULL;006T1C;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2025-04-03 00:00:00.000;3;4,4667;3,9167;3,6667
KA23.000780-007;100;200;2;2;101;006T1C;4;3_SEL;3_SELA;2025-04-29 00:00:00.000;1;3,05;2,05;2,05
KA23.000780-007;100;200;2;NULL;NULL;006T1C;2;4_AOI;4_AOI_SIDEA;2025-04-29 00:00:00.000;2;1,3833;1,1833;1,1
KA23.000780-007;99;198;2;NULL;NULL;006T1C;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2025-04-29 00:00:00.000;3;4,3167;3,8;3,6833
KA23.000780-008;82;164;2;NULL;NULL;006T1C;10;2_ODD;2_ODDA;2025-06-06 00:00:00.000;1;2,2;1,7833;1,5167
KA23.000780-008;100;200;2;NULL;NULL;006T1C;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2025-06-06 00:00:00.000;2;4,0333;3,7333;3,6667
KA23.000780-008;97;194;2;4;89;006T1C;3;3_SEL;3_SELA;2025-06-06 00:00:00.000;3;4,3667;3,45;4,1167
KA23.000780-008;100;200;2;NULL;NULL;006T1C;2;4_AOI;4_AOI_SIDEA;2025-06-06 00:00:00.000;4;1,35;1,2;1,1167
KA23.000780-009;100;200;2;NULL;NULL;006T1C;10;2_ODD;2_ODDA;2025-07-18 00:00:00.000;1;2,3;1,75;1,5167
KA23.000780-009;100;200;2;NULL;NULL;006T1C;2;4_AOI;4_AOI_SIDEA;2025-07-18 00:00:00.000;2;1,2333;1,0833;1,1
KA23.000780-009;100;200;2;NULL;NULL;006T1C;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2025-07-18 00:00:00.000;3;4,6667;3,8167;3,6833
KA23.000780-010;100;200;2;NULL;NULL;006T1C;2;4_AOI;4_AOI_SIDEA;2025-07-30 00:00:00.000;1;1,2167;1,1333;1,1167
KA23.000780-010;100;200;2;NULL;NULL;006T1C;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2025-07-30 00:00:00.000;2;3,9667;3,6167;3,6667
KA23.000780-011;87;174;2;NULL;NULL;006T1C;10;2_ODD;2_ODDA;2025-09-08 00:00:00.000;1;1,4167;1,1333;0,7833
KA23.000780-011;30;60;2;NULL;NULL;006T1C;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2025-09-08 00:00:00.000;2;4,2667;3,7667;3,6833
KA23.000780-011;99;199;2;4;51;006T1C;3;3_SEL;3_SELA;2025-09-08 00:00:00.000;3;2,5333;2,0667;4,1333
KA23.000780-011;100;200;2;NULL;NULL;006T1C;2;4_AOI;4_AOI_SIDEA;2025-09-08 00:00:00.000;4;1,2667;1,1167;1,1
KA23.000780-011;70;140;2;NULL;NULL;006T1C;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2025-09-08 00:00:00.000;5;4;3,7833;3,75
KA23.000780-012;99;198;2;NULL;NULL;006T1C;10;2_ODD;2_ODDA;2025-10-02 00:00:00.000;1;1,25;1,0833;0,7833
KA23.000780-012;88;177;2;4;46;006T1C;3;3_SEL;3_SELA;2025-10-02 00:00:00.000;2;2,4333;2,0833;4,1333
KA23.000780-012;99;198;2;NULL;NULL;006T1C;2;4_AOI;4_AOI_SIDEA;2025-10-02 00:00:00.000;3;1,2667;1,1;1,1167
KA23.000780-012;99;198;2;NULL;NULL;006T1C;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2025-10-02 00:00:00.000;4;3,9167;3,7167;3,75
KA23.000783-002;219;439;2;2;223;206L1D;4;3_SEL;3_SELA;2024-12-17 00:00:00.000;1;4,2833;2,4833;2,4833
KA23.000783-002;250;500;2;NULL;NULL;206L1D;2;4_AOI;4_AOI_SIDEA;2024-12-17 00:00:00.000;2;1,4667;1,25;1,1833
KA23.000783-002;52;104;2;NULL;NULL;206L1D;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-12-17 00:00:00.000;3;6,6167;6,2333;6,25
KA23.000783-002;198;396;2;NULL;NULL;206L1D;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2024-12-17 00:00:00.000;4;6,4667;6,1;6,0167
KA23.000904-003;49;98;2;4;31;006EAA;4;3_SEL;3_SELA;2024-09-20 00:00:00.000;1;2,3667;1,5;3,0167
KA23.000904-003;49;98;2;NULL;NULL;006EAA;2;4_AOI;4_AOI_SIDEB;2024-09-20 00:00:00.000;2;1,2167;0,8833;0,9
KA23.000904-003;49;98;2;NULL;NULL;006EAA;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2024-09-20 00:00:00.000;3;0,7833;0,5833;0,5
KA23.000932-001;248;248;1;NULL;NULL;20661C;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-08-19 00:00:00.000;1;2,0667;1,8167;1,6667
KA23.000932-001;249;249;1;NULL;NULL;20661C;2;4_AOI;4_AOI_SIDEB;2024-08-19 00:00:00.000;2;0,9167;0,8333;0,8
KA23.000932-002;250;250;1;2;128;20661C;4;3_SEL;3_SELA;2024-11-26 00:00:00.000;1;1,1;0,7;1,4
KA23.000932-002;250;250;1;NULL;NULL;20661C;2;4_AOI;4_AOI_SIDEB;2024-11-26 00:00:00.000;2;0,9333;0,85;0,8167
KA23.000932-002;250;250;1;NULL;NULL;20661C;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-11-26 00:00:00.000;3;1,85;1,65;1,6667
KA23.000932-003;145;290;2;NULL;NULL;20661C;2;4_AOI;4_AOI_SIDEB;2025-05-15 00:00:00.000;1;1,1833;1;0,9833
KA23.000932-003;126;252;2;2;131;20661C;4;3_SEL;3_SELA;2025-05-15 00:00:00.000;2;1,55;1,15;1,15
KA23.000932-003;141;282;2;NULL;NULL;20661C;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2025-05-15 00:00:00.000;3;2,8;2,4;2,4167
KA23.001009-002;30;1920;64;NULL;NULL;01621A;2;4_AOI;4_AOI_SIDEB;2024-09-20 00:00:00.000;1;1,5;1,1833;1
KA23.001009-002;26;1664;64;NULL;NULL;01621A;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2024-09-20 00:00:00.000;4;1,4333;1,4333;1,1667
KA23.001009-003;32;2048;64;NULL;NULL;01621A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2025-07-30 00:00:00.000;1;1,5667;1,25;1,1667
KA23.001009-003;32;2048;64;NULL;NULL;01621A;2;4_AOI;4_AOI_SIDEA;2025-07-30 00:00:00.000;2;1,1;0,9833;0,9833
KA23.001009-004;32;2048;64;NULL;NULL;01621A;2;4_AOI;4_AOI_SIDEA;2025-02-05 00:00:00.000;1;1,4833;1,2333;0,9833
KA23.001009-004;33;2112;64;NULL;NULL;01621A;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2025-02-05 00:00:00.000;2;1,55;1,1;1,1667
KA23.001009-005;33;2112;64;NULL;NULL;01621A;2;4_AOI;4_AOI_SIDEA;2025-03-31 00:00:00.000;2;1,1167;0,9833;0,9667
KA23.001009-005;32;2048;64;NULL;NULL;01621A;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2025-03-31 00:00:00.000;3;1,3833;1,2333;1,1667
KA23.001009-006;32;2048;64;NULL;NULL;01621A;2;4_AOI;4_AOI_SIDEA;2025-05-23 00:00:00.000;1;1,2;1,05;0,9667
KA23.001009-006;32;2048;64;NULL;NULL;01621A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2025-05-23 00:00:00.000;2;1,4667;1,1667;1,1667
KA23.001010-002;20;1000;50;NULL;NULL;01631A;2;4_AOI;4_AOI_SIDEB;2025-05-23 00:00:00.000;1;1,6;1,1667;0,9667
KA23.001010-002;20;1000;50;NULL;NULL;01631A;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2025-05-23 00:00:00.000;2;1,3;0,8;0,8333
KA24.000027-001;13;52;4;NULL;NULL;550Q1A;2;4_AOI;4_AOI_SIDEA;2024-11-12 00:00:00.000;1;1,6167;0,9833;0,9833
KA24.000027-001;13;52;4;NULL;NULL;550Q1A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2024-11-12 00:00:00.000;2;2,8667;2,4833;1,9333
KA24.000032-001;50;100;2;2;50;206LAA;4;3_SEL;3_SELA;2024-11-27 00:00:00.000;1;5,0167;3,6833;3,6833
KA24.000032-001;50;100;2;NULL;NULL;206LAA;2;4_AOI;4_AOI_SIDEA;2024-11-27 00:00:00.000;2;1,3;1,1;1,1167
KA24.000032-001;33;66;2;NULL;NULL;206LAA;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-11-27 00:00:00.000;4;4,9667;4,65;4,6667
KA24.000035-012;38;114;3;NULL;NULL;794DBD;2;4_AOI;4_AOI_SIDEB;2024-11-15 00:00:00.000;2;1,25;1,1167;1,0833
KA24.000035-012;38;114;3;NULL;NULL;794DBD;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2024-11-15 00:00:00.000;5;2,3;1,7833;1,5833
KA24.000035-013;108;324;3;3;111;794DBD;4;3_SEL;3_SELA;2025-11-25 00:00:00.000;1;1,2333;0,9667;0,9667
KA24.000035-013;115;345;3;NULL;NULL;794DBD;2;4_AOI;4_AOI_SIDEB;2025-11-25 00:00:00.000;2;1,6833;1,5167;1,4333
KA24.000035-013;115;345;3;NULL;NULL;794DBD;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2025-11-25 00:00:00.000;4;2,15;1,9333;1,75
KA24.000035-015;38;114;3;3;39;794CBD;4;3_SEL;3_SELA;2024-11-12 00:00:00.000;1;7,5;3,7;3,7
KA24.000035-015;38;114;3;NULL;NULL;794CBD;2;4_AOI;4_AOI_SIDEB;2024-11-12 00:00:00.000;2;1,8833;1,5;1,3333
KA24.000035-015;38;114;3;NULL;NULL;794CBD;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2024-11-12 00:00:00.000;3;2,5667;2,1833;2,0833
KA24.000035-016;115;345;3;3;145;794CBD;4;3_SEL;3_SELA;2025-11-27 00:00:00.000;1;4,0667;2,6833;2,6833
KA24.000035-016;115;345;3;NULL;NULL;794CBD;2;4_AOI;4_AOI_SIDEB;2025-11-27 00:00:00.000;2;1,65;1,4833;1,45
KA24.000035-016;115;345;3;NULL;NULL;794CBD;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2025-11-27 00:00:00.000;3;2,4;2,1833;2,0833
KA24.000035-016;115;345;3;NULL;NULL;794CBD;9;6_DEP;6_DEP;2025-11-27 00:00:00.000;4;1,3;1,05;0,95
KA24.000035-020;38;114;3;3;40;794CKD;4;3_SEL;3_SELA;2024-11-13 00:00:00.000;1;3,2167;2,0333;2,0333
KA24.000035-020;38;114;3;NULL;NULL;794CKD;2;4_AOI;4_AOI_SIDEB;2024-11-13 00:00:00.000;2;1,85;1,35;1,3
KA24.000035-020;38;114;3;NULL;NULL;794CKD;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2024-11-13 00:00:00.000;3;3,0333;2,1167;1,9333
KA24.000035-021;115;345;3;6;60;794CKD;3;3_SEL;3_SELA;2025-11-27 00:00:00.000;1;1,6333;1,4;2,8
KA24.000035-021;115;345;3;NULL;NULL;794CKD;2;4_AOI;4_AOI_SIDEB;2025-11-27 00:00:00.000;2;1,6667;1,45;1,4167
KA24.000035-021;115;345;3;NULL;NULL;794CKD;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2025-11-27 00:00:00.000;3;2,1667;1,95;1,9167
KA24.000035-021;115;345;3;NULL;NULL;794CKD;9;6_DEP;6_DEP;2025-11-27 00:00:00.000;4;1,0667;0,9333;0,6833
KA24.000035-026;106;106;1;2;57;794B10;3;3_SEL;3_SELA;2024-11-12 00:00:00.000;1;2,4;1,8167;3,6167
KA24.000035-026;112;112;1;NULL;NULL;794B10;2;4_AOI;4_AOI_SIDEA;2024-11-12 00:00:00.000;2;1,6833;1,55;1,4833
KA24.000035-026;112;112;1;NULL;NULL;794B10;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2024-11-12 00:00:00.000;3;2,9333;2,4333;2,25
KA24.000035-027;110;110;1;1;112;794B10;4;3_SEL;3_SELA;2025-11-18 00:00:00.000;1;4,2833;3,15;3,15
KA24.000035-027;345;345;1;NULL;NULL;794B10;2;4_AOI;4_AOI_SIDEA;2025-11-18 00:00:00.000;2;1,8167;1,6167;1,5833
KA24.000035-027;235;235;1;2;118;794B10;3;3_SEL;3_SELA;2025-11-18 00:00:00.000;3;1,9333;1,7167;3,45
KA24.000035-027;345;345;1;NULL;NULL;794B10;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2025-11-18 00:00:00.000;4;2,5667;2,35;2,25
KA24.000035-027;345;345;1;NULL;NULL;794B10;9;6_DEP;6_DEP;2025-11-18 00:00:00.000;5;1,0333;0,7167;0,65
KA24.000096-001;94;376;4;NULL;NULL;498OAB;2;4_AOI;4_AOI_SIDEB;2024-09-26 00:00:00.000;1;1,35;1,1833;1,15
KA24.000096-001;46;184;4;NULL;NULL;498OAB;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2024-09-26 00:00:00.000;2;3,8667;2,8833;2,75
KA24.000096-001;48;192;4;NULL;NULL;498OAB;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2024-09-26 00:00:00.000;3;3,2333;2,4;2
KA24.000097-001;45;180;4;NULL;NULL;498O1B;2;4_AOI;4_AOI_SIDEB;2024-09-06 00:00:00.000;1;2,3167;1,7333;1,6
KA24.000097-001;39;156;4;NULL;NULL;498O1B;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2024-09-06 00:00:00.000;3;3,0333;2,2667;2,1667
KA24.000102-001;100;100;1;NULL;NULL;487H1B;2;4_AOI;4_AOI_SIDEB;2024-11-28 00:00:00.000;3;1,4667;1,2667;1,2
KA24.000102-001;100;100;1;NULL;NULL;487H1B;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2024-11-28 00:00:00.000;4;1,55;1,35;1,3333
KA24.000102-002;100;100;1;NULL;NULL;487H1B;2;4_AOI;4_AOI_SIDEB;2025-04-30 00:00:00.000;1;1,7333;1,25;1,1833
KA24.000102-002;100;100;1;1;100;487H1B;4;3_SEL;3_SELA;2025-04-30 00:00:00.000;2;4,9167;3,7667;3,7667
KA24.000102-002;70;70;1;NULL;NULL;487H1B;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2025-04-30 00:00:00.000;3;1,8667;1,5667;1,4167
